,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Eerste kleur,Cilinderinhoud,Datum eerste toelating,Datum eerste tenaamstelling in Nederland,Catalogusprijs
17296,P502KG,Personenauto,SKODA,ENYAQ 80,20220411,ZWART,,20220411,20220411,55705
17297,P502KL,Personenauto,CITROEN,E-C4,20220407,ROOD,,20220407,20220407,37999
17298,P502KS,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220415,GRIJS,,20220415,20220415,42015
17299,P502LJ,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220422,BLAUW,,20220422,20220422,52925
17300,P502NL,Personenauto,MG,MG ZS EV,20220505,BLAUW,,20220505,20220505,35140
17301,P502NZ,Personenauto,CUPRA,BORN,20220512,GRIJS,,20220512,20220512,44925
17302,P502PJ,Personenauto,BMW,IX3,20220514,ZWART,,20220514,20220514,75296
17303,P502RG,Personenauto,OPEL,CORSA,20220521,GRIJS,,20220521,20220521,30293
17304,P502RZ,Personenauto,MAZDA,MAZDA MX-30,20220527,GRIJS,,20220527,20220527,34400
17305,P502SV,Personenauto,AUDI,Q4 40 E-TRON,20220610,GRIJS,,20220610,20220610,54094
17306,P502SX,Personenauto,PEUGEOT,208,20220615,BLAUW,,20220615,20220615,31329
17307,P502TD,Personenauto,KIA,EV6,20220622,ROOD,,20220622,20220622,44960
17308,P502VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17309,P502VS,Personenauto,POLESTAR,POLESTAR 2,20220707,BLAUW,,20220707,20220707,54400
17310,P502XG,Personenauto,OPEL,MOKKA,20220629,WIT,,20220629,20220629,40396
17311,P502XN,Personenauto,CITROEN,E-C4,20220630,WIT,,20220630,20220630,35249
17312,P502XR,Personenauto,OPEL,VIVARO,20220630,ZWART,,20220630,20220630,59825
17313,P502XZ,Personenauto,CITROEN,E-C4,20220719,ZWART,,20220630,20220630,34399
17314,P503DS,Personenauto,OPEL,CORSA,20220216,WIT,,20220216,20220216,35197
17315,P503DT,Personenauto,VOLVO,XC40,20220217,GRIJS,,20220217,20220217,53270
17316,P503DX,Personenauto,VOLVO,C40,20220615,GROEN,,20220615,20220615,62010
17317,P503FB,Personenauto,VOLVO,XC40,20220219,GRIJS,,20220219,20220219,53929
17318,P503FL,Personenauto,HYUNDAI,IONIQ5,20220224,GROEN,,20220224,20220224,53400
17319,P503FN,Personenauto,AUDI,Q4 50 E-TRON,20220228,ZWART,,20220228,20220228,74016
17320,P503FS,Personenauto,KIA,NIRO,20220304,BLAUW,,20220304,20220304,40845
17321,P503HB,Personenauto,HYUNDAI,KONA,20220315,GRIJS,,20220315,20220315,40385
17322,P503HN,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220321,GRIJS,,20220321,20220321,39591
17323,P503JF,Personenauto,VOLVO,XC40,20220329,ZWART,,20220329,20220329,60775
17324,P503JP,Personenauto,BMW,I4 M50,20220329,GRIJS,,20220329,20220329,85265
17325,P503JZ,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220602,ZWART,,20220331,20220331,34641
17326,P503KD,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220413,GRIJS,,20220413,20220413,54545
17327,P503KJ,Personenauto,HYUNDAI,IONIQ5,20220502,GROEN,,20220502,20220502,54705
17328,P503KL,Personenauto,CITROEN,E-C4,20220408,ZWART,,20220408,20220408,37899
17329,P503LJ,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220416,GRIJS,,20220416,20220416,55145
17330,P503NL,Personenauto,MG,MG ZS EV,20220624,WIT,,20220624,20220624,34490
17331,P503NZ,Personenauto,CUPRA,BORN,20220516,GRIJS,,20220516,20220516,44925
17332,P503PJ,Personenauto,BMW,I4 EDRIVE40,20220513,ZWART,,20220513,20220513,64514
17333,P503RB,Personenauto,PEUGEOT,208,20220523,GEEL,,20220523,20220523,31300
17334,P503SG,Personenauto,VOLKSWAGEN,ID.5 GTX 220 KW,20220615,GRIJS,,20220615,20220615,63785
17335,P503SV,Personenauto,AUDI,Q4 40 E-TRON,20220627,GRIJS,,20220627,20220627,57650
17336,P503SX,Personenauto,PEUGEOT,208,20220629,WIT,,20220629,20220629,34329
17337,P503TD,Personenauto,KIA,EV6,20220608,BLAUW,,20220608,20220608,44960
17338,P503VH,Personenauto,PEUGEOT,208,20220629,WIT,,20220629,20220629,31999
17339,P503VS,Personenauto,POLESTAR,POLESTAR 2,20220630,GRIJS,,20220630,20220630,53900
17340,P503XD,Personenauto,SKODA,ENYAQ 60,20220706,ZWART,,20220706,20220706,46875
17341,P503XG,Personenauto,OPEL,CORSA,20220630,ORANJE,,20220630,20220630,31795
17342,P503XN,Personenauto,CITROEN,E-C4,20220630,WIT,,20220630,20220630,36200
17343,P503XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17344,P503ZR,Personenauto,KIA,EV6,20220708,GRIJS,,20220708,20220708,52460
17345,P504BJ,Personenauto,AUDI,E-TRON 55,20220204,ZWART,,20220204,20220204,89838
17346,P504BP,Personenauto,SKODA,ENYAQ 80,20220208,GRIJS,,20220208,20220208,56235
17347,P504BV,Personenauto,MG,MG ZS EV,20220216,WIT,,20220216,20220216,30990
17348,P504DT,Personenauto,VOLVO,XC40,20220218,BLAUW,,20220218,20220218,48874
17349,P504DX,Personenauto,VOLVO,XC40,20220221,ZWART,,20220221,20220221,44885
17350,P504FB,Personenauto,VOLVO,XC40,20220222,BLAUW,,20220222,20220222,47879
17351,P504FL,Personenauto,HYUNDAI,IONIQ5,20220225,GRIJS,,20220225,20220225,53400
17352,P504FS,Personenauto,KIA,NIRO,20220311,BLAUW,,20220311,20220311,40845
17353,P504HB,Personenauto,HYUNDAI,IONIQ5,20220315,GROEN,,20220315,20220315,42505
17354,P504HG,Personenauto,AUDI,Q4 35 E-TRON,20220315,ZWART,,20220315,20220315,49674
17355,P504HN,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220325,ZWART,,20220325,20220325,37391
17356,P504JF,Personenauto,VOLVO,XC40,20220328,ORANJE,,20220328,20220328,60379
17357,P504JP,Personenauto,BMW,I4 EDRIVE40,20220331,WIT,,20220331,20220331,77663
17358,P504JZ,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220414,GRIJS,,20220331,20220331,35141
17359,P504KG,Personenauto,SKODA,ENYAQ 80,20220530,ZWART,,20220428,20220428,54515
17360,P504NL,Personenauto,MG,MG ZS EV,20220516,ZWART,,20220516,20220516,35140
17361,P504NZ,Personenauto,CUPRA,BORN,20220512,GRIJS,,20220512,20220512,44925
17362,P504PJ,Personenauto,MINI,COOPER SE,20220512,GRIJS,,20220512,20220512,35626
17363,P504PP,Personenauto,SKODA,ENYAQ 80,20220517,BLAUW,,20220517,20220517,52365
17364,P504RB,Personenauto,PEUGEOT,2008,20220711,ORANJE,,20220524,20220524,36649
17365,P504SG,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220630,GRIJS,,20220630,20220630,51355
17366,P504SR,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220610,GRIJS,,20220610,20220610,46015
17367,P504TD,Personenauto,KIA,EV6,20220616,WIT,,20220616,20220616,45755
17368,P504VH,Personenauto,PEUGEOT,208,20220629,WIT,,20220629,20220629,31999
17369,P504VL,Personenauto,SKODA,ENYAQ 80,20220623,GRIJS,,20220623,20220623,51905
17370,P504VS,Personenauto,POLESTAR,POLESTAR 2,20220628,GRIJS,,20220628,20220628,51400
17371,P504VX,Personenauto,KIA,EV6,20220627,ZWART,,20220627,20220627,52460
17372,P504XG,Personenauto,OPEL,CORSA,20220629,WIT,,20220629,20220629,31196
17373,P504XN,Personenauto,CITROEN,E-C4,20220630,WIT,,20220630,20220630,35000
17374,P504XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17375,P504ZR,Personenauto,KIA,EV6,20220713,ZWART,,20220713,20220713,59760
17376,P505BV,Personenauto,MG,MG ZS EV,20220208,WIT,,20220208,20220208,30990
17377,P505DS,Personenauto,OPEL,MOKKA,20220221,ZWART,,20220221,20220221,40493
17378,P505DT,Personenauto,VOLVO,XC40,20220219,ZWART,,20220219,20220219,55059
17379,P505DX,Personenauto,VOLVO,C40,20220218,ORANJE,,20220218,20220218,59870
17380,P505FB,Personenauto,VOLVO,XC40,20220219,ZWART,,20220219,20220219,44885
17381,P505FF,Personenauto,BMW,IX3,20220701,ZWART,,20220221,20220221,67310
17382,P505FL,Personenauto,HYUNDAI,IONIQ5,20220224,GRIJS,,20220224,20220224,57400
17383,P505FN,Personenauto,AUDI,Q4 40 E-TRON,20220319,GRIJS,,20220319,20220319,61904
17384,P505FR,Personenauto,CITROEN,E-C4,20220225,GRIJS,,20220225,20220225,39649
17385,P505FS,Personenauto,KIA,NIRO,20220307,GRIJS,,20220307,20220307,40845
17386,P505GF,Personenauto,CITROEN,E-C4,20220228,ZWART,,20220228,20220228,41749
17387,P505HN,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220318,ZWART,,20220318,20220318,39291
17388,P505JZ,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220408,ROOD,,20220408,20220408,44091
17389,P505KG,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220406,BLAUW,,20220406,20220406,51785
17390,P505KJ,Personenauto,BMW,IX XDRIVE50,20220408,BLAUW,,20220408,20220408,120675
17391,P505KV,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220409,GRIJS,,20220409,20220409,53515
17392,P505LP,Personenauto,AUDI,E-TRON 55,20220430,ZWART,,20220430,20220430,80193
17393,P505LZ,Personenauto,SKODA,ENYAQ 60,20220425,BLAUW,,20220425,20220425,43775
17394,P505NG,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220513,GRIJS,,20220513,20220513,51955
17395,P505NL,Personenauto,MG,MG ZS EV,20220506,BLAUW,,20220506,20220506,35140
17396,P505NZ,Personenauto,CUPRA,BORN,20220520,GRIJS,,20220520,20220520,44925
17397,P505PB,Personenauto,DACIA,SPRING,20220506,GRIJS,,20220506,20220506,19675
17398,P505PK,Personenauto,FORD,MUSTANG MACH-E,20220516,WIT,,20220516,20220516,61674
17399,P505PS,Personenauto,SKODA,ENYAQ 60,20220524,GRIJS,,20220524,20220524,45765
17400,P505SJ,Personenauto,SMART,EQ FORTWO CABRIO,20220602,ZWART,,20220602,20220602,31159
17401,P505SN,Personenauto,CITROEN,E-C4,20220608,GRIJS,,20220608,20220608,40449
17402,P505SR,Personenauto,AUDI,Q4 40 E-TRON,20220704,ZWART,,20220704,20220704,60553
17403,P505SV,Personenauto,AUDI,Q4 35 E-TRON,20220616,ZWART,,20220616,20220616,48100
17404,P505TD,Personenauto,KIA,EV6,20220607,GROEN,,20220607,20220607,45755
17405,P505TG,Personenauto,OPEL,MOKKA,20220608,GRIJS,,20220608,20220608,36994
17406,P505VB,Personenauto,SKODA,ENYAQ 60,20220617,GRIJS,,20220617,20220617,51935
17407,P505VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17408,P505VL,Personenauto,SKODA,ENYAQ 80,20220624,GRIJS,,20220624,20220624,59195
17409,P505VN,Personenauto,PEUGEOT,208,20220719,GRIJS,,20220719,20220719,33700
17410,P505VS,Personenauto,POLESTAR,POLESTAR 2,20220702,GRIJS,,20220702,20220702,53900
17411,P505VX,Personenauto,KIA,EV6,20220630,GRIJS,,20220630,20220630,52460
17412,P505XG,Personenauto,OPEL,CORSA,20220630,WIT,,20220630,20220630,31196
17413,P505XR,Personenauto,OPEL,VIVARO,20220630,ZWART,,20220630,20220630,59825
17414,P506BV,Personenauto,MG,MG ZS EV,20220208,WIT,,20220208,20220208,30990
17415,P506BZ,Personenauto,MG,MG ZS EV,20220222,WIT,,20220222,20220222,30990
17416,P506DF,Personenauto,SMART,EQ FORFOUR,20220211,WIT,,20220211,20220211,24691
17417,P506DK,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220401,GRIJS,,20220211,20220211,38685
17418,P506DS,Personenauto,OPEL,CORSA,20220216,BLAUW,,20220216,20220216,33793
17419,P506DT,Personenauto,VOLVO,XC40,20220927,GROEN,,20220216,20220216,54280
17420,P506DX,Personenauto,VOLVO,C40,20220219,BLAUW,,20220219,20220219,60070
17421,P506FB,Personenauto,VOLVO,XC40,20220222,ZWART,,20220222,20220222,53270
17422,P506FJ,Personenauto,VOLKSWAGEN,ID.3 PRO 150 KW,20220225,GRIJS,,20220225,20220225,38165
17423,P506FS,Personenauto,KIA,NIRO,20220316,GRIJS,,20220316,20220316,45845
17424,P506FV,Personenauto,HYUNDAI,IONIQ5,20220413,ZWART,,20220413,20220413,53400
17425,P506GF,Personenauto,CITROEN,E-C4,20220228,ZWART,,20220228,20220228,38349
17426,P506GS,Personenauto,AUDI,Q4 SPORTBACK 40 E-TRON,20220310,ZWART,,20220310,20220310,65785
17427,P506GT,Personenauto,AUDI,Q4 35 E-TRON,20220628,GRIJS,,20220119,20220628,60365
17428,P506HG,Personenauto,SKODA,ENYAQ 60,20220428,GRIJS,,20220322,20220322,46705
17429,P506HN,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220318,GRIJS,,20220318,20220318,39291
17430,P506JP,Personenauto,BMW,I4 M50,20220329,ORANJE,,20220329,20220329,86973
17431,P506JS,Personenauto,SMART,EQ FORTWO COUPE,20220331,ROOD,,20220331,20220331,27025
17432,P506JZ,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220415,GRIJS,,20220415,20220415,37391
17433,P506KJ,Personenauto,BMW,IX XDRIVE40,20220411,ZWART,,20220411,20220411,108062
17434,P506NG,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220428,GRIJS,,20220428,20220428,56905
17435,P506NL,Personenauto,MG,MG ZS EV,20220509,GRIJS,,20220509,20220509,35140
17436,P506NZ,Personenauto,CUPRA,BORN,20220518,BLAUW,,20220518,20220518,44925
17437,P506PB,Personenauto,DACIA,SPRING,20220506,GRIJS,,20220506,20220506,19675
17438,P506PK,Personenauto,FORD,MUSTANG MACH-E,20220513,ZWART,,20220513,20220513,65276
17439,P506PS,Personenauto,SKODA,ENYAQ 80,20220517,GRIJS,,20220517,20220517,53995
17440,P506RG,Personenauto,SKODA,ENYAQ 60,20220921,GRIJS,,20220124,20220829,48416
17441,P506ST,Personenauto,BMW,I4 M50,20220620,BLAUW,,20220620,20220620,94419
17442,P506TD,Personenauto,KIA,EV6,20220614,GROEN,,20220614,20220614,44960
17443,P506TK,Personenauto,AUDI,Q4 40 E-TRON,20220614,BLAUW,,20220614,20220614,62791
17444,P506TN,Personenauto,SUBARU,SOLTERRA,20220615,BLAUW,,20220615,20220615,59994
17445,P506TT,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220616,ZWART,,20220616,20220616,43641
17446,P506VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17447,P506VN,Personenauto,PEUGEOT,2008,20220817,WIT,,20220817,20220817,36129
17448,P506VS,Personenauto,POLESTAR,POLESTAR 2,20220715,GRIJS,,20220715,20220715,58900
17449,P506VX,Personenauto,KIA,EV6,20220628,ROOD,,20220628,20220628,51665
17450,P506XD,Personenauto,SKODA,ENYAQ 60,20220707,GRIJS,,20220707,20220707,47895
17451,P506XG,Personenauto,OPEL,CORSA,20220629,WIT,,20220629,20220629,31196
17452,P506XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17453,P507BV,Personenauto,POLESTAR,POLESTAR 2,20220214,ZWART,,20220214,20220214,44900
17454,P507DF,Personenauto,MERCEDES-BENZ,EQS 580 4MATIC,20220211,GRIJS,,20220211,20220211,168867
17455,P507DK,Personenauto,AUDI,Q4 40 E-TRON,20220214,ZWART,,20220214,20220214,59933
17456,P507DP,Personenauto,PEUGEOT,2008,20220215,ZWART,,20220215,20220215,35499
17457,P507DT,Personenauto,VOLVO,XC40,20220218,ZWART,,20220218,20220218,53929
17458,P507FL,Personenauto,HYUNDAI,KONA,20220225,GRIJS,,20220225,20220225,40790
17459,P507FR,Personenauto,CITROEN,E-C4,20220225,ORANJE,,20220225,20220225,40849
17460,P507FV,Personenauto,HYUNDAI,IONIQ5,20220304,GEEL,,20220304,20220304,53600
17461,P507GF,Personenauto,CITROEN,JUMPY,20220324,WIT,,20220324,20220324,52970
17462,P507GS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220314,GRIJS,,20220314,20220314,49485
17463,P507HN,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220319,GRIJS,,20220319,20220319,39291
17464,P507JG,Personenauto,FORD,MUSTANG MACH-E,20220407,GRIJS,,20220407,20220407,62074
17465,P507KG,Personenauto,SKODA,ENYAQ 80,20220729,GRIJS,,20220428,20220428,55905
17466,P507KJ,Personenauto,BMW,IX XDRIVE40,20220405,ROOD,,20220405,20220405,106051
17467,P507LJ,Personenauto,SKODA,ENYAQ 80,20220420,GRIJS,,20220420,20220420,53555
17468,P507LS,Personenauto,SKODA,ENYAQ 80,20220617,WIT,,20220420,20220420,53597
17469,P507NJ,Personenauto,VOLKSWAGEN,ID.3 PRO S 150 KW,20220428,GRIJS,,20220428,20220428,43935
17470,P507NL,Personenauto,MG,MG ZS EV,20220510,ROOD,,20220510,20220510,39140
17471,P507NX,Personenauto,KIA,NIRO,20220505,ZWART,,20220505,20220505,40845
17472,P507NZ,Personenauto,CUPRA,BORN,20220520,BLAUW,,20220520,20220520,44925
17473,P507PJ,Personenauto,MINI,COOPER SE,20220513,BLAUW,,20220513,20220513,42752
17474,P507PP,Personenauto,SKODA,ENYAQ 60,20220517,WIT,,20220517,20220517,47655
17475,P507PS,Personenauto,SKODA,ENYAQ 80,20220607,GRIJS,,20220518,20220518,53757
17476,P507TD,Personenauto,KIA,EV6,20220607,GRIJS,,20220607,20220607,44960
17477,P507TK,Personenauto,CUPRA,BORN,20220627,WIT,,20220627,20220627,41675
17478,P507TT,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220617,WIT,,20220617,20220617,43041
17479,P507VH,Personenauto,PEUGEOT,208,20220629,WIT,,20220629,20220629,31999
17480,P507VS,Personenauto,POLESTAR,POLESTAR 2,20220705,ZWART,,20220705,20220705,55900
17481,P507VX,Personenauto,KIA,EV6,20220629,BLAUW,,20220629,20220629,52460
17482,P507XD,Personenauto,AUDI,E-TRON 50,20220706,ZWART,,20220706,20220706,86237
17483,P507XF,Personenauto,MG,MG ZS EV,20220926,ZWART,,20220926,20220926,35740
17484,P507XJ,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220708,GRIJS,,20220708,20220708,53225
17485,P507XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,57711
17486,P507ZK,Personenauto,PEUGEOT,2008,20220708,GRIJS,,20220708,20220708,36349
17487,P508BP,Personenauto,SKODA,ENYAQ 80,20220211,ZWART,,20220211,20220211,54395
17488,P508FB,Personenauto,VOLVO,XC40,20220218,ZWART,,20220218,20220218,53929
17489,P508FV,Personenauto,HYUNDAI,IONIQ5,20220402,GEEL,,20220402,20220402,53600
17490,P508GS,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220311,WIT,,20220311,20220311,40155
17491,P508HN,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220319,GRIJS,,20220319,20220319,39791
17492,P508KJ,Personenauto,BMW,IX XDRIVE50,20220405,ZWART,,20220405,20220405,106596
17493,P508KV,Personenauto,AUDI,E-TRON SPORTBACK 55,20220411,ZWART,,20220411,20220411,91536
17494,P508LZ,Personenauto,SKODA,ENYAQ 80,20220913,GRIJS,,20220428,20220428,54245
17495,P508NJ,Personenauto,SKODA,ENYAQ 60,20220429,WIT,,20220429,20220429,49465
17496,P508NX,Personenauto,KIA,NIRO,20220504,GRIJS,,20220504,20220504,40845
17497,P508NZ,Personenauto,CUPRA,BORN,20220520,BLAUW,,20220520,20220520,44925
17498,P508PG,Personenauto,MERCEDES-BENZ,EQB 250,20220519,ZWART,,20220519,20220519,60500
17499,P508PS,Personenauto,SKODA,ENYAQ 80,20220513,ZWART,,20220513,20220513,62825
17500,P508RF,Personenauto,KIA,EV6,20220521,GRIJS,,20220521,20220521,52960
17501,P508TD,Personenauto,KIA,EV6,20220603,GRIJS,,20220603,20220603,44960
17502,P508TK,Personenauto,CUPRA,BORN,20220627,WIT,,20220627,20220627,41675
17503,P508TT,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220621,ROOD,,20220621,20220621,44141
17504,P508VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17505,P508VS,Personenauto,POLESTAR,POLESTAR 2,20220630,GRIJS,,20220630,20220630,53900
17506,P508VT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220623,WIT,,20220623,20220623,36241
17507,P508VX,Personenauto,KIA,EV6,20220713,GROEN,,20220713,20220713,52460
17508,P508XD,Personenauto,AUDI,E-TRON SPORTBACK 55,20220707,BLAUW,,20220707,20220707,89014
17509,P508XF,Personenauto,BYD,TANG EV,20220623,BLAUW,,20220623,20220623,56000
17510,P508XH,Personenauto,OPEL,CORSA,20220629,ZWART,,20220629,20220629,31397
17511,P508XP,Personenauto,KIA,SOUL,20220706,GRIJS,,20220706,20220706,38225
17512,P508XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,57711
17513,P509BJ,Personenauto,SKODA,ENYAQ 80,20220128,ZWART,,20220128,20220128,53995
17514,P509DT,Personenauto,VOLVO,XC40,20220218,ZWART,,20220218,20220218,44885
17515,P509FV,Personenauto,HYUNDAI,IONIQ5,20220422,GEEL,,20220409,20220409,53600
17516,P509GS,Personenauto,VOLKSWAGEN,ID.3 PRO 107 KW,20220311,GRIJS,,20220311,20220311,37435
17517,P509HN,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220318,ZWART,,20220318,20220318,41291
17518,P509JK,Personenauto,TOYOTA,TOYOTA MIRAI,20220902,WIT,,20220325,20220325,76855
17519,P509KG,Personenauto,AUDI,E-TRON GT,20220407,GRIJS,,20220407,20220407,140983
17520,P509KJ,Personenauto,BMW,IX XDRIVE40,20220408,BLAUW,,20220408,20220408,100508
17521,P509LL,Personenauto,SKODA,ENYAQ 60,20220415,ZWART,,20220415,20220415,49465
17522,P509LS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220420,BLAUW,,20220420,20220420,51415
17523,P509LZ,Personenauto,SKODA,ENYAQ 60,20220428,GRIJS,,20220428,20220428,49465
17524,P509ND,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220504,GRIJS,,20220504,20220504,51295
17525,P509NL,Personenauto,MG,MG ZS EV,20220524,BLAUW,,20220524,20220524,39140
17526,P509NX,Personenauto,KIA,NIRO,20220506,BLAUW,,20220506,20220506,42345
17527,P509PS,Personenauto,AUDI,E-TRON 55,20220513,GEEL,,20220513,20220513,85375
17528,P509RB,Personenauto,PEUGEOT,208,20220610,ZWART,,20220610,20220610,34500
17529,P509RF,Personenauto,KIA,EV6,20220516,ROOD,,20220516,20220516,51665
17530,P509SZ,Personenauto,PEUGEOT,2008,20220613,ZWART,,20220330,20220613,42399
17531,P509TD,Personenauto,KIA,EV6,20220610,GRIJS,,20220610,20220610,44960
17532,P509TK,Personenauto,CUPRA,BORN,20220627,GRIJS,,20220627,20220627,41675
17533,P509TX,Personenauto,OPEL,MOKKA,20220617,WIT,,20220617,20220617,36998
17534,P509VB,Personenauto,VOLKSWAGEN,ID.4 PRO 128 KW,20220617,WIT,,20220617,20220617,52965
17535,P509VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17536,P509VS,Personenauto,POLESTAR,POLESTAR 2,20220628,ZWART,,20220628,20220628,53400
17537,P509VT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220830,GRIJS,,20220627,20220627,39291
17538,P509VX,Personenauto,KIA,EV6,20220624,GRIJS,,20220624,20220624,52460
17539,P509XF,Personenauto,MG,MG ZS EV,20220629,GRIJS,,20220629,20220629,33240
17540,P509XH,Personenauto,OPEL,CORSA,20220629,ORANJE,,20220629,20220629,30499
17541,P509XP,Personenauto,KIA,SOUL,20220704,BLAUW,,20220704,20220704,39620
17542,P509XR,Personenauto,OPEL,VIVARO,20220630,WIT,,20220630,20220630,59100
17543,P509ZK,Personenauto,PEUGEOT,2008,20220707,ZWART,,20220707,20220707,46000
17544,P510BJ,Personenauto,SKODA,ENYAQ 80,20220128,ZWART,,20220128,20220128,53995
17545,P510DT,Personenauto,VOLVO,XC40,20220307,GRIJS,,20220307,20220307,49929
17546,P510FD,Personenauto,PEUGEOT,208,20220225,GRIJS,,20220225,20220225,29450
17547,P510FN,Personenauto,PORSCHE,TAYCAN GTS,20220223,GRIJS,,20220223,20220223,158395
17548,P510FR,Personenauto,CITROEN,E-C4,20220226,GRIJS,,20220226,20220226,33899
17549,P510FV,Personenauto,HYUNDAI,IONIQ5,20220304,ZWART,,20220304,20220304,53400
17550,P510GF,Personenauto,CITROEN,E-C4,20220228,GRIJS,,20220228,20220228,38249
17551,P510HF,Personenauto,RENAULT,ZOE,20220314,WIT,,20220314,20220314,34825
17552,P510JF,Personenauto,VOLVO,C40,20220324,WIT,,20220324,20220324,60880
17553,P510KD,Personenauto,SKODA,ENYAQ 60,20220405,ZWART,,20220405,20220405,43675
17554,P510KG,Personenauto,SKODA,ENYAQ 60,20220428,WIT,,20220428,20220428,49975
17555,P510KJ,Personenauto,BMW,IX XDRIVE40,20220426,ZWART,,20220426,20220426,89178
17556,P510KS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220411,WIT,,20220411,20220411,55465
17557,P510LS,Personenauto,VOLKSWAGEN,ID.4 PRO 150 KW,20220420,GRIJS,,20220420,20220420,51415
17558,P510LZ,Personenauto,SKODA,ENYAQ 60,20220426,GRIJS,,20220426,20220426,46355
17559,P510NJ,Personenauto,SKODA,ENYAQ 80,20220429,ZWART,,20220429,20220429,55255
17560,P510NX,Personenauto,KIA,NIRO,20220506,GRIJS,,20220506,20220506,40845
17561,P510PJ,Personenauto,MINI,COOPER SE,20220514,GRIJS,,20220509,20220509,38156
17562,P510PR,Personenauto,AUDI,Q4 40 E-TRON,20220523,BLAUW,,20220523,20220523,60070
17563,P510RB,Personenauto,PEUGEOT,2008,20220524,WIT,,20220524,20220524,37479
17564,P510RF,Personenauto,KIA,EV6,20220519,GROEN,,20220519,20220519,52460
17565,P510SN,Personenauto,CITROEN,E-C4,20220531,ROOD,,20220531,20220531,44150
17566,P510TD,Personenauto,KIA,EV6,20220607,ROOD,,20220607,20220607,44165
17567,P510TK,Personenauto,CUPRA,BORN,20220627,GRIJS,,20220627,20220627,41675
17568,P510TN,Personenauto,CITROEN,E-C4,20220609,WIT,,20220609,20220609,41099
17569,P510VH,Personenauto,PEUGEOT,2008,20220629,WIT,,20220629,20220629,37029
17570,P510VN,Personenauto,PEUGEOT,2008,20220630,ZWART,,20220630,20220630,37299
17571,P510VS,Personenauto,POLESTAR,POLESTAR 2,20220624,GRIJS,,20220624,20220624,54400
17572,P510VT,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220627,ROOD,,20220627,20220627,34791
17573,P510VX,Personenauto,KIA,EV6,20220628,ZWART,,20220628,20220628,44960
17574,P510XP,Personenauto,KIA,SOUL,20220722,BLAUW,,20220722,20220722,40615
17575,P510XR,Personenauto,OPEL,VIVARO,20220630,ZWART,,20220630,20220630,59825
17576,P511BJ,Personenauto,SKODA,ENYAQ 80,20220901,ZWART,,20220128,20220128,53995
17577,P511BP,Personenauto,SKODA,ENYAQ 60,20220620,GRIJS,,20220328,20220328,50565
17578,P511DK,Personenauto,AUDI,E-TRON GT,20220215,GRIJS,,20220215,20220215,111716
